ID	SEX	POP	POP_SIMPLE	COUNTRY	SUPERPOP	CONTINENT
NA19908	M	ASW	African-American	United_States	AFR	Africa
NA19909	F	ASW	African-American	United_States	AFR	Africa
NA19913	F	ASW	African-American	United_States	AFR	Africa
NA19914	F	ASW	African-American	United_States	AFR	Africa
NA19916	M	ASW	African-American	United_States	AFR	Africa
NA19917	F	ASW	African-American	United_States	AFR	Africa
NA19920	M	ASW	African-American	United_States	AFR	Africa
NA19921	F	ASW	African-American	United_States	AFR	Africa
NA19922	M	ASW	African-American	United_States	AFR	Africa
NA19923	F	ASW	African-American	United_States	AFR	Africa
NA19982	M	ASW	African-American	United_States	AFR	Africa
NA19984	M	ASW	African-American	United_States	AFR	Africa
NA20126	M	ASW	African-American	United_States	AFR	Africa
NA20127	F	ASW	African-American	United_States	AFR	Africa
NA20274	F	ASW	African-American	United_States	AFR	Africa
NA20276	F	ASW	African-American	United_States	AFR	Africa
NA20278	M	ASW	African-American	United_States	AFR	Africa
NA20281	M	ASW	African-American	United_States	AFR	Africa
NA20282	F	ASW	African-American	United_States	AFR	Africa
NA20287	F	ASW	African-American	United_States	AFR	Africa
NA20289	F	ASW	African-American	United_States	AFR	Africa
NA20291	M	ASW	African-American	United_States	AFR	Africa
NA20294	F	ASW	African-American	United_States	AFR	Africa
NA20296	F	ASW	African-American	United_States	AFR	Africa
NA20298	M	ASW	African-American	United_States	AFR	Africa
NA20299	F	ASW	African-American	United_States	AFR	Africa
NA20314	F	ASW	African-American	United_States	AFR	Africa
NA20317	F	ASW	African-American	United_States	AFR	Africa
NA20318	M	ASW	African-American	United_States	AFR	Africa
NA20320	F	ASW	African-American	United_States	AFR	Africa
NA20321	F	ASW	African-American	United_States	AFR	Africa
NA20332	F	ASW	African-American	United_States	AFR	Africa
NA20334	F	ASW	African-American	United_States	AFR	Africa
NA20339	F	ASW	African-American	United_States	AFR	Africa
NA20340	M	ASW	African-American	United_States	AFR	Africa
NA20342	M	ASW	African-American	United_States	AFR	Africa
NA20346	M	ASW	African-American	United_States	AFR	Africa
NA20348	M	ASW	African-American	United_States	AFR	Africa
NA20351	M	ASW	African-American	United_States	AFR	Africa
NA20355	F	ASW	African-American	United_States	AFR	Africa
NA20356	M	ASW	African-American	United_States	AFR	Africa
NA20357	F	ASW	African-American	United_States	AFR	Africa
NA20359	F	ASW	African-American	United_States	AFR	Africa
NA20362	M	ASW	African-American	United_States	AFR	Africa
NA20412	F	ASW	African-American	United_States	AFR	Africa
NA20502	F	TSI	Toscani	Italia	EUR	Europe
NA20503	F	TSI	Toscani	Italia	EUR	Europe
NA20504	F	TSI	Toscani	Italia	EUR	Europe
NA20505	F	TSI	Toscani	Italia	EUR	Europe
NA20506	F	TSI	Toscani	Italia	EUR	Europe
NA20507	F	TSI	Toscani	Italia	EUR	Europe
NA20508	F	TSI	Toscani	Italia	EUR	Europe
NA20509	M	TSI	Toscani	Italia	EUR	Europe
NA20510	M	TSI	Toscani	Italia	EUR	Europe
NA20511	M	TSI	Toscani	Italia	EUR	Europe
NA20512	M	TSI	Toscani	Italia	EUR	Europe
NA20513	M	TSI	Toscani	Italia	EUR	Europe
NA20514	F	TSI	Toscani	Italia	EUR	Europe
NA20515	M	TSI	Toscani	Italia	EUR	Europe
NA20516	M	TSI	Toscani	Italia	EUR	Europe
NA20517	F	TSI	Toscani	Italia	EUR	Europe
NA20518	M	TSI	Toscani	Italia	EUR	Europe
NA20519	M	TSI	Toscani	Italia	EUR	Europe
NA20520	M	TSI	Toscani	Italia	EUR	Europe
NA20521	M	TSI	Toscani	Italia	EUR	Europe
NA20522	F	TSI	Toscani	Italia	EUR	Europe
NA20524	M	TSI	Toscani	Italia	EUR	Europe
NA20525	M	TSI	Toscani	Italia	EUR	Europe
NA20527	M	TSI	Toscani	Italia	EUR	Europe
NA20528	M	TSI	Toscani	Italia	EUR	Europe
NA20529	F	TSI	Toscani	Italia	EUR	Europe
NA20530	F	TSI	Toscani	Italia	EUR	Europe
NA20531	F	TSI	Toscani	Italia	EUR	Europe
NA20532	M	TSI	Toscani	Italia	EUR	Europe
NA20533	F	TSI	Toscani	Italia	EUR	Europe
NA20534	M	TSI	Toscani	Italia	EUR	Europe
NA20535	F	TSI	Toscani	Italia	EUR	Europe
NA20536	M	TSI	Toscani	Italia	EUR	Europe
NA20538	M	TSI	Toscani	Italia	EUR	Europe
NA20539	M	TSI	Toscani	Italia	EUR	Europe
NA20540	F	TSI	Toscani	Italia	EUR	Europe
NA20541	F	TSI	Toscani	Italia	EUR	Europe
NA20542	F	TSI	Toscani	Italia	EUR	Europe
NA20543	M	TSI	Toscani	Italia	EUR	Europe
NA20544	M	TSI	Toscani	Italia	EUR	Europe
NA20581	M	TSI	Toscani	Italia	EUR	Europe
NA20582	F	TSI	Toscani	Italia	EUR	Europe
NA20585	F	TSI	Toscani	Italia	EUR	Europe
NA20586	M	TSI	Toscani	Italia	EUR	Europe
NA20587	F	TSI	Toscani	Italia	EUR	Europe
NA20588	M	TSI	Toscani	Italia	EUR	Europe
NA20589	F	TSI	Toscani	Italia	EUR	Europe
NA20752	M	TSI	Toscani	Italia	EUR	Europe
NA20753	F	TSI	Toscani	Italia	EUR	Europe
NA20754	M	TSI	Toscani	Italia	EUR	Europe
NA20755	M	TSI	Toscani	Italia	EUR	Europe
NA20756	F	TSI	Toscani	Italia	EUR	Europe
NA20757	F	TSI	Toscani	Italia	EUR	Europe
NA20758	M	TSI	Toscani	Italia	EUR	Europe
NA20759	M	TSI	Toscani	Italia	EUR	Europe
NA20760	F	TSI	Toscani	Italia	EUR	Europe
NA20761	F	TSI	Toscani	Italia	EUR	Europe
NA20762	M	TSI	Toscani	Italia	EUR	Europe
NA20763	M	TSI	Toscani	Italia	EUR	Europe
NA20764	F	TSI	Toscani	Italia	EUR	Europe
NA20765	M	TSI	Toscani	Italia	EUR	Europe
NA20766	F	TSI	Toscani	Italia	EUR	Europe
NA20767	M	TSI	Toscani	Italia	EUR	Europe
NA20768	F	TSI	Toscani	Italia	EUR	Europe
NA20769	F	TSI	Toscani	Italia	EUR	Europe
NA20770	M	TSI	Toscani	Italia	EUR	Europe
NA20771	F	TSI	Toscani	Italia	EUR	Europe
NA20772	F	TSI	Toscani	Italia	EUR	Europe
NA20773	F	TSI	Toscani	Italia	EUR	Europe
NA20774	F	TSI	Toscani	Italia	EUR	Europe
NA20775	F	TSI	Toscani	Italia	EUR	Europe
NA20778	M	TSI	Toscani	Italia	EUR	Europe
NA20783	M	TSI	Toscani	Italia	EUR	Europe
NA20785	M	TSI	Toscani	Italia	EUR	Europe
NA20786	F	TSI	Toscani	Italia	EUR	Europe
NA20787	M	TSI	Toscani	Italia	EUR	Europe
NA20790	F	TSI	Toscani	Italia	EUR	Europe
NA20792	M	TSI	Toscani	Italia	EUR	Europe
NA20795	F	TSI	Toscani	Italia	EUR	Europe
NA20796	M	TSI	Toscani	Italia	EUR	Europe
NA20797	F	TSI	Toscani	Italia	EUR	Europe
NA20798	M	TSI	Toscani	Italia	EUR	Europe
NA20799	F	TSI	Toscani	Italia	EUR	Europe
NA20800	F	TSI	Toscani	Italia	EUR	Europe
NA20801	M	TSI	Toscani	Italia	EUR	Europe
NA20802	F	TSI	Toscani	Italia	EUR	Europe
NA20803	M	TSI	Toscani	Italia	EUR	Europe
NA20804	F	TSI	Toscani	Italia	EUR	Europe
NA20805	M	TSI	Toscani	Italia	EUR	Europe
NA20806	M	TSI	Toscani	Italia	EUR	Europe
NA20807	F	TSI	Toscani	Italia	EUR	Europe
NA20808	F	TSI	Toscani	Italia	EUR	Europe
NA20809	M	TSI	Toscani	Italia	EUR	Europe
NA20810	M	TSI	Toscani	Italia	EUR	Europe
NA20811	M	TSI	Toscani	Italia	EUR	Europe
NA20812	M	TSI	Toscani	Italia	EUR	Europe
NA20813	F	TSI	Toscani	Italia	EUR	Europe
NA20814	M	TSI	Toscani	Italia	EUR	Europe
NA20815	M	TSI	Toscani	Italia	EUR	Europe
NA20818	F	TSI	Toscani	Italia	EUR	Europe
NA20819	F	TSI	Toscani	Italia	EUR	Europe
NA20821	F	TSI	Toscani	Italia	EUR	Europe
NA20822	F	TSI	Toscani	Italia	EUR	Europe
NA20826	F	TSI	Toscani	Italia	EUR	Europe
NA20827	M	TSI	Toscani	Italia	EUR	Europe
NA20828	F	TSI	Toscani	Italia	EUR	Europe
NA20832	F	TSI	Toscani	Italia	EUR	Europe
NA20845	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20846	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20847	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20849	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20850	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20851	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20852	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20853	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20854	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20856	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20858	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20859	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20861	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20862	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20863	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20864	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20866	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20867	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20868	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20869	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20870	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20872	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20874	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20875	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20876	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20877	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20878	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20881	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20882	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20884	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20885	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20886	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20887	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20888	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20889	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20890	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20891	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20892	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20894	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20895	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20896	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20897	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20899	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20900	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20901	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20902	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20903	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20904	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20905	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20906	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20908	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20910	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA20911	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21086	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21087	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21088	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21089	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21090	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21091	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21092	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21093	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21094	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21095	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21097	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21098	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21099	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21100	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21101	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21102	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21103	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21104	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21105	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21106	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21107	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21108	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21109	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21110	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21111	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21112	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21113	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21114	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21115	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21116	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21117	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21118	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21119	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21120	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21122	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21123	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21124	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21125	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21126	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21127	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21128	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21129	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21130	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21133	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21135	M	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21137	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21141	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21142	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21143	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
NA21144	F	GIH	Gujarati_Indian	United_States	SAS	South_Asia
